audio_id,video_id,segment_id,segment_file,transcript_file,start,end,duration,text,transcript_source,transcript_status,vad_status,quality_label,quality_score,quality_reasons,source_url,title
yt_pHEq9vog8i0,pHEq9vog8i0,yt_pHEq9vog8i0__sent000001,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000001.wav,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000001.txt,45.76,54.355,8.595,qua cho phù x tốti. [âm nhạc] Ta lợi ngồi sông đang quay đuôi lước,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=pHEq9vog8i0,Cậu bé Nghệ An hát giọng Nam Bộ NGỌT LỊM ai nghe cũng giật mình | THVL Bolero
yt_pHEq9vog8i0,pHEq9vog8i0,yt_pHEq9vog8i0__sent000002,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000002.wav,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000002.txt,54.92,61.229,6.309,[âm nhạc] xuôi theo vòng giường trái [ca hát] ngọ quăng xái,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=pHEq9vog8i0,Cậu bé Nghệ An hát giọng Nam Bộ NGỌT LỊM ai nghe cũng giật mình | THVL Bolero
yt_pHEq9vog8i0,pHEq9vog8i0,yt_pHEq9vog8i0__sent000003,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000003.wav,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000003.txt,63.56,76.749,13.189,[ca hát] trong ri nắng mưa vẫn luôn tươi nụ cười cho đời mau xanh [âm nhạc] tốt tươi xin ghé lại người ơi [âm nhạc],vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=pHEq9vog8i0,Cậu bé Nghệ An hát giọng Nam Bộ NGỌT LỊM ai nghe cũng giật mình | THVL Bolero
yt_pHEq9vog8i0,pHEq9vog8i0,yt_pHEq9vog8i0__sent000004,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000004.wav,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000004.txt,71.08,89.749,18.669,[âm nhạc] tốt tươi xin ghé lại người ơi [âm nhạc] đớ ở đây xây đời ta thật Anh thơi [âm nhạc] lòng lúa nặng vàng bông tao mãi mê dơn dương [ca hát] trong lòng [âm nhạc],vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=pHEq9vog8i0,Cậu bé Nghệ An hát giọng Nam Bộ NGỌT LỊM ai nghe cũng giật mình | THVL Bolero
yt_pHEq9vog8i0,pHEq9vog8i0,yt_pHEq9vog8i0__sent000005,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000005.wav,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000005.txt,87.52,96.19,8.67,[ca hát] trong lòng [âm nhạc] này nghĩa đậm tình xấu bay [âm nhạc] lâu vẫn mang trong lòng,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=pHEq9vog8i0,Cậu bé Nghệ An hát giọng Nam Bộ NGỌT LỊM ai nghe cũng giật mình | THVL Bolero
yt_pHEq9vog8i0,pHEq9vog8i0,yt_pHEq9vog8i0__sent000006,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000006.wav,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000006.txt,96.0,105.03,9.03,lòng mình nắng mưa vẫn luôn mang tròn tình câu [âm nhạc] hò điều ly còn đây,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=pHEq9vog8i0,Cậu bé Nghệ An hát giọng Nam Bộ NGỌT LỊM ai nghe cũng giật mình | THVL Bolero
yt_pHEq9vog8i0,pHEq9vog8i0,yt_pHEq9vog8i0__sent000007,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000007.wav,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000007.txt,109.519,118.19,8.671,về quê để lũy [ca hát] tre sớm hôn buồn hiện ngóng chừng đừng quên chốn [âm nhạc] đây [ca hát] câu hò vẫn luôn,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=pHEq9vog8i0,Cậu bé Nghệ An hát giọng Nam Bộ NGỌT LỊM ai nghe cũng giật mình | THVL Bolero
yt_pHEq9vog8i0,pHEq9vog8i0,yt_pHEq9vog8i0__sent000008,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000008.wav,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000008.txt,129.0,136.886,7.886,ngóng trong ngày đêm trên đồng lửa chính cánh cò bãi lá thương người,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=pHEq9vog8i0,Cậu bé Nghệ An hát giọng Nam Bộ NGỌT LỊM ai nghe cũng giật mình | THVL Bolero
yt_pHEq9vog8i0,pHEq9vog8i0,yt_pHEq9vog8i0__sent000009,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000009.wav,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000009.txt,142.92,154.75,11.83,nhà chú [âm nhạc] năm sông trên chờ anh trở về bà con nhớ anh sau đành mãi mê chốn xa [âm nhạc] quên về,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=pHEq9vog8i0,Cậu bé Nghệ An hát giọng Nam Bộ NGỌT LỊM ai nghe cũng giật mình | THVL Bolero
yt_pHEq9vog8i0,pHEq9vog8i0,yt_pHEq9vog8i0__sent000010,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000010.wav,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000010.txt,162.48,175.229,12.749,quê nhà ta đỏ [ca hát] ân tình Chẳng chưa xin đừng bỏ [âm nhạc] quê anh hai ơi. Cô ba đang mong cho anh về,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=pHEq9vog8i0,Cậu bé Nghệ An hát giọng Nam Bộ NGỌT LỊM ai nghe cũng giật mình | THVL Bolero
yt_pHEq9vog8i0,pHEq9vog8i0,yt_pHEq9vog8i0__sent000011,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000011.wav,/data/processed/segments/auto_20260624_085742/yt_pHEq9vog8i0/yt_pHEq9vog8i0__sent000011.txt,175.039,186.83,11.791,về cùng nhau nắm [âm nhạc] tay kết xe tình duyên quê nhà ta đó ân tình chàng chưa.,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=pHEq9vog8i0,Cậu bé Nghệ An hát giọng Nam Bộ NGỌT LỊM ai nghe cũng giật mình | THVL Bolero
