audio_id,video_id,segment_id,segment_file,transcript_file,start,end,duration,text,transcript_source,transcript_status,vad_status,quality_label,quality_score,quality_reasons,source_url,title
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000001,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000001.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000001.txt,13.16,22.31,9.15,,vtt,missing,aligned,low_quality,0.05,"too_few_tokens_for_duration,low_token_density",https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000002,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000002.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000002.txt,12.96,22.31,9.35,cao tuổi.,vtt,ready,aligned,needs_review,0.65,low_token_density,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000003,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000003.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000003.txt,12.96,36.229,23.269,"cao tuổi. Chào đón quý cụ, quý thính giả đang đến với chương trình tạp chí văn hóa văn nghệ dành cho người cao tuổi trên sóng phát thanh Hà Tĩnh. Thưa quý vị, mùa thu lại về nhẹ nhàng như một khúc nhạc xưa vọng lại từ miền ký ức. Trong sắc vàng",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000004,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000004.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000004.txt,33.64,41.99,8.35,"xưa vọng lại từ miền ký ức. Trong sắc vàng của lá, trong làn gió xe se đầu mùa, có những điều tưởng đã xa, nhưng chỉ cần",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000005,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000005.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000005.txt,39.039,50.63,11.591,"mùa, có những điều tưởng đã xa, nhưng chỉ cần một làn gió mát hay một tiếng ve muộn cũng đủ làm lòng ta rung lên những cảm xúc của một thời x vắng. Mùa thu, mùa",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000006,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000006.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000006.txt,46.8,62.709,15.909,"cảm xúc của một thời x vắng. Mùa thu, mùa của khởi đầu, của yêu thương và của những trang vở trắng tinh khôi trong không gian dịu dàng của tháng 9 với chủ đề Nhớ mùa thu cũ. Chương trình hôm nay sẽ là nhịp cầu đưa quý vị trở về ngày",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000007,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000007.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000007.txt,59.879,75.67,15.791,"hôm nay sẽ là nhịp cầu đưa quý vị trở về ngày đầu thu, nơi có ký ức của sân trường rộn rã tiếng nói cười. Nơi có bảng đen phấn trắng và thanh âm của tiếng trống vang lên. Báo hiệu một năm học mới bắt đầu. Mời quý cụ, quý thính giả cùng đến với",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000008,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000008.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000008.txt,73.36,77.91,4.55,"đầu. Mời quý cụ, quý thính giả cùng đến với nội dung chi tiết.",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000009,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000009.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000009.txt,86.559,101.069,14.51,"[âm nhạc] Thưa quý cụ, thưa quý vị thính giả, trong miền ký ức của mỗi người có lẽ không ai quên được những ngày tựu trường rộn ràng, tiếng trống khai giảng và hành trang đến lớp giản dị mà đầy yêu thương. Có một vật nhỏ bé nhưng từng gắn bó suốt",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000010,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000010.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000010.txt,98.12,111.83,13.71,"thương. Có một vật nhỏ bé nhưng từng gắn bó suốt những tháng năm đi học, đó là tấm bảng con. Tấm bàng ấy không chỉ để học chữ mà còn lưu giữ bao kỷ niệm, nét chữ đầu đời, giọt mồ hôi của cha và cả giấc mơ",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000011,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000011.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000011.txt,108.279,114.51,6.231,"chữ đầu đời, giọt mồ hôi của cha và cả giấc mơ của một thời thơ bé. Mời quý thính giả",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000012,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000012.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000012.txt,111.64,126.04,14.4,mơ của một thời thơ bé. Mời quý thính giả cùng lắng nghe bài viết đầy xúc cảm ký ức về tấm bảng con của tác giả Đinh Hạ để cùng trở về một thời mộc mạc chan chứa tình thầy trò.,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000013,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000013.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000013.txt,122.64,139.35,16.71,"chan chứa tình thầy trò. [âm nhạc] Tuổi thơ như chiếc gối êm, êm cho tuổi già úp mặt. Người ta thường nói hôm qua là quá khứ là hoài niệm, hôm nay là thực",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000014,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000014.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000014.txt,135.88,151.91,16.03,"qua là quá khứ là hoài niệm, hôm nay là thực tại là mưu sinh và hưởng thụ, còn ngày mai là tương lai hy vọng. Lại nói nhớ thương về quá khứ đã xa, đã một đi không trở lại là phần lớn quỹ thời gian ít ỏi",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000015,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000015.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000015.txt,149.0,163.83,14.83,"không trở lại là phần lớn quỹ thời gian ít ỏi của tuổi già. Quá khứ càng nhọc nhằn, phần lớn ấy càng sâu đậm. Hoặc hoài niệm điều xưa cũ là những tâm hồn dễ mềm yếu, quá mẫn cảm với sự thay đổi chóng mặt",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000016,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000016.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000016.txt,161.16,176.07,14.91,"yếu, quá mẫn cảm với sự thay đổi chóng mặt của cuộc sống mà bão hòa đi những giá trị bản sắc tốt đẹp xưa cũ, có những ký ức sâu đậm không quên. Mà mỗi lần có một điều gì khẽ chạm lại rung ngân lên như",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000017,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000017.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000017.txt,173.08,186.43,13.35,một điều gì khẽ chạm lại rung ngân lên như chuông gió. Đó chắc hẳn là ký ức những ngày khai giảng của năm tháng học trò. Những ký ức về tuổi học trò cứ lần lượt hiện lên trong tâm trí như một thước,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000018,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000018.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000018.txt,183.959,200.509,16.55,"lượt hiện lên trong tâm trí như một thước phim quay chậm, tuôn trào cảm xúc sao xuyến, bồi hồi khó tả. Ta có thể nhớ về tuổi học trò, gợi lại bao ký ức trong trẻo hồn nhiên. Bầu trời dường như trở nên xanh hơn, sâu hơn và bao la hơn.",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000019,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000019.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000019.txt,196.92,210.229,13.309,"trở nên xanh hơn, sâu hơn và bao la hơn. Nắng rực rỡ với muôn ngàn màu sắc ẩn chứa những lời thì thầm của biết bao kỷ niệm. Lời thì thầm khiến lũ học trò chúng tôi bâng khuâ trước ngưỡng cửa",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
yt_o5QxeziV7L8,o5QxeziV7L8,yt_o5QxeziV7L8__sent000020,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000020.wav,/data/processed/segments/auto_20260624_101021/yt_o5QxeziV7L8/yt_o5QxeziV7L8__sent000020.txt,207.92,223.27,15.35,"trò chúng tôi bâng khuâ trước ngưỡng cửa cuộc đời. Ta có thể nhớ mỗi dịp 20 tháng 11 ngày xưa, cả bọn rủ nhau đến trúc tết cô thầy chỉ với bó hoa dại, gói kẹo rồi ngồi chờ cô chia kẹo đến hết mới chờ ra",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=o5QxeziV7L8,Podcast: Tạp chí người cao tuổi - Nhớ mùa Thu cũ | Hà Tĩnh TV
